fk_cliente;fk_produto;fk_vendedor;fk_data_pedido;unidades_vendidas;preco_unitario;desconto_percentual;cod_pedido
29896;987;279;31/12/2013;3;338.99;0;SO63281
29896;782;279;31/12/2013;1;1376.99;0;SO63281
29896;780;279;31/12/2013;3;1391.99;0;SO63281
29896;917;279;31/12/2013;1;158.43;0;SO63281
29896;985;279;31/12/2013;1;338.99;0;SO63281
29896;993;279;31/12/2013;1;323.99;0;SO63281
29896;925;279;31/12/2013;3;149.87;0;SO63281
29896;984;279;31/12/2013;1;338.99;0;SO63281
29896;988;279;31/12/2013;2;338.99;0;SO63281
29896;867;279;31/12/2013;5;41.99;0;SO63281
29896;980;279;31/12/2013;6;461.69;0;SO63281
29896;937;279;31/12/2013;1;48.59;0;SO63281
29896;982;279;31/12/2013;1;461.69;0;SO63281
29896;986;279;31/12/2013;3;338.99;0;SO63281
29896;783;279;31/12/2013;2;1376.99;0;SO63281
29896;868;279;31/12/2013;3;41.99;0;SO63281
29896;869;279;31/12/2013;5;41.99;0;SO63281
29896;779;279;31/12/2013;10;1391.99;0;SO63281
29896;989;279;31/12/2013;1;323.99;0;SO63281
29896;809;279;31/12/2013;1;37.15;0;SO63281
29896;990;279;31/12/2013;2;323.99;0;SO63281
29896;991;279;31/12/2013;1;323.99;0;SO63281
29896;981;279;31/12/2013;3;461.69;0;SO63281
29896;905;279;31/12/2013;1;218.45;0;SO63281
29940;979;290;31/12/2013;8;445.41;0;SO63282
29940;895;290;31/12/2013;4;200.05;0;SO63282
29940;896;290;31/12/2013;5;200.05;0;SO63282
29940;962;290;31/12/2013;4;445.41;0;SO63282
29940;955;290;31/12/2013;5;1430.44;0;SO63282
29940;966;290;31/12/2013;3;1430.44;0;SO63282
29940;972;290;31/12/2013;5;728.91;0;SO63282
29940;889;290;31/12/2013;5;602.35;0;SO63282
29940;969;290;31/12/2013;7;1430.44;0;SO63282
29940;899;290;31/12/2013;4;200.05;0;SO63282
29940;967;290;31/12/2013;4;1430.44;0;SO63282
29940;893;290;31/12/2013;2;602.35;0;SO63282
29940;961;290;31/12/2013;6;445.41;0;SO63282
29940;959;290;31/12/2013;1;445.41;0;SO63282
29940;892;290;31/12/2013;2;602.35;0;SO63282
29940;958;290;31/12/2013;4;445.41;0;SO63282
29940;953;290;31/12/2013;2;728.91;0;SO63282
29940;970;290;31/12/2013;2;728.91;0;SO63282
29940;886;290;31/12/2013;3;200.05;0;SO63282
29940;885;290;31/12/2013;2;602.35;0;SO63282
29940;900;290;31/12/2013;1;200.05;0;SO63282
29940;954;290;31/12/2013;8;1430.44;0;SO63282
29940;916;290;31/12/2013;1;31.58;0;SO63282
29940;965;290;31/12/2013;2;445.41;0;SO63282
29522;715;276;31/12/2013;5;29.99;0;SO63283
29522;987;276;31/12/2013;3;338.99;0;SO63283
29522;869;276;31/12/2013;14;40.59;0,02;SO63283
29522;868;276;31/12/2013;1;41.99;0;SO63283
29522;876;276;31/12/2013;2;72.00;0;SO63283
29522;883;276;31/12/2013;6;32.39;0;SO63283
29522;917;276;31/12/2013;3;158.43;0;SO63283
29522;982;276;31/12/2013;3;461.69;0;SO63283
29522;981;276;31/12/2013;7;461.69;0;SO63283
29522;711;276;31/12/2013;3;20.99;0;SO63283
29522;925;276;31/12/2013;1;149.87;0;SO63283
29522;784;276;31/12/2013;2;1376.99;0;SO63283
29522;708;276;31/12/2013;4;20.99;0;SO63283
29522;985;276;31/12/2013;1;338.99;0;SO63283
29522;783;276;31/12/2013;3;1376.99;0;SO63283
29522;780;276;31/12/2013;8;1391.99;0;SO63283
29522;990;276;31/12/2013;1;323.99;0;SO63283
29522;986;276;31/12/2013;1;338.99;0;SO63283
29522;983;276;31/12/2013;1;461.69;0;SO63283
29522;781;276;31/12/2013;1;1391.99;0;SO63283
29522;991;276;31/12/2013;2;323.99;0;SO63283
29522;712;276;31/12/2013;4;5.39;0;SO63283
29522;992;276;31/12/2013;1;323.99;0;SO63283
29522;937;276;31/12/2013;1;48.59;0;SO63283
29522;984;276;31/12/2013;1;338.99;0;SO63283
29522;782;276;31/12/2013;2;1376.99;0;SO63283
29522;870;276;31/12/2013;5;2.99;0;SO63283
29522;877;276;31/12/2013;5;4.77;0;SO63283
29522;884;276;31/12/2013;2;32.39;0;SO63283
29522;989;276;31/12/2013;1;323.99;0;SO63283
29522;904;276;31/12/2013;1;218.45;0;SO63283
29522;980;276;31/12/2013;4;461.69;0;SO63283
29522;988;276;31/12/2013;1;338.99;0;SO63283
29522;864;276;31/12/2013;2;38.10;0;SO63283
29522;779;276;31/12/2013;2;1391.99;0;SO63283
29522;867;276;31/12/2013;9;41.99;0;SO63283
29923;955;290;31/12/2013;6;1430.44;0;SO63284
29923;962;290;31/12/2013;10;445.41;0;SO63284
29923;965;290;31/12/2013;5;445.41;0;SO63284
29923;954;290;31/12/2013;7;1430.44;0;SO63284
29923;960;290;31/12/2013;9;445.41;0;SO63284
29923;967;290;31/12/2013;3;1430.44;0;SO63284
29923;963;290;31/12/2013;7;445.41;0;SO63284
29923;945;290;31/12/2013;5;54.89;0;SO63284
29923;953;290;31/12/2013;4;728.91;0;SO63284
29923;969;290;31/12/2013;4;1430.44;0;SO63284
29923;968;290;31/12/2013;8;1430.44;0;SO63284
29923;978;290;31/12/2013;3;445.41;0;SO63284
29923;964;290;31/12/2013;8;445.41;0;SO63284
29923;961;290;31/12/2013;4;445.41;0;SO63284
29923;959;290;31/12/2013;4;445.41;0;SO63284
29923;966;290;31/12/2013;6;1430.44;0;SO63284
29923;952;290;31/12/2013;4;12.14;0;SO63284
29923;957;290;31/12/2013;7;1430.44;0;SO63284
29923;979;290;31/12/2013;5;445.41;0;SO63284
29923;971;290;31/12/2013;3;728.91;0;SO63284
29923;972;290;31/12/2013;5;728.91;0;SO63284
29923;956;290;31/12/2013;5;1430.44;0;SO63284
29923;970;290;31/12/2013;7;728.91;0;SO63284
29923;951;290;31/12/2013;6;242.99;0;SO63284
29923;958;290;31/12/2013;4;445.41;0;SO63284
29923;996;290;31/12/2013;3;72.89;0;SO63284
29923;948;290;31/12/2013;4;63.90;0;SO63284
29616;998;275;31/12/2013;3;323.99;0;SO63285
29616;870;275;31/12/2013;4;2.99;0;SO63285
29616;877;275;31/12/2013;4;4.77;0;SO63285
29616;712;275;31/12/2013;3;5.39;0;SO63285
29616;975;275;31/12/2013;2;1020.59;0;SO63285
29616;865;275;31/12/2013;1;38.10;0;SO63285
29616;997;275;31/12/2013;3;323.99;0;SO63285
29616;976;275;31/12/2013;2;1020.59;0;SO63285
29616;711;275;31/12/2013;1;20.99;0;SO63285
29616;883;275;31/12/2013;2;32.39;0;SO63285
29616;940;275;31/12/2013;2;48.59;0;SO63285
29616;938;275;31/12/2013;1;24.29;0;SO63285
29616;798;275;31/12/2013;6;672.29;0;SO63285
29616;874;275;31/12/2013;6;5.39;0;SO63285
29616;708;275;31/12/2013;4;20.99;0;SO63285
29616;794;275;31/12/2013;2;1466.01;0;SO63285
29616;999;275;31/12/2013;3;323.99;0;SO63285
29616;797;275;31/12/2013;5;672.29;0;SO63285
29616;974;275;31/12/2013;5;1020.59;0;SO63285
29616;876;275;31/12/2013;5;72.00;0;SO63285
29616;801;275;31/12/2013;3;672.29;0;SO63285
29616;864;275;31/12/2013;3;38.10;0;SO63285
29616;939;275;31/12/2013;1;37.25;0;SO63285
29616;875;275;31/12/2013;10;5.39;0;SO63285
29616;973;275;31/12/2013;4;1020.59;0;SO63285
29616;796;275;31/12/2013;3;1466.01;0;SO63285
29616;800;275;31/12/2013;4;672.29;0;SO63285
29616;880;275;31/12/2013;2;32.99;0;SO63285
29616;977;275;31/12/2013;1;323.99;0;SO63285
29616;799;275;31/12/2013;2;672.29;0;SO63285
29616;715;275;31/12/2013;6;29.99;0;SO63285
29616;707;275;31/12/2013;1;20.99;0;SO63285
29616;793;275;31/12/2013;3;1466.01;0;SO63285
29616;795;275;31/12/2013;3;1466.01;0;SO63285
29616;884;275;31/12/2013;4;32.39;0;SO63285
29590;988;277;31/12/2013;1;338.99;0;SO63286
29719;977;283;31/12/2013;1;323.99;0;SO63287
29719;722;283;31/12/2013;3;202.33;0;SO63287
29719;875;283;31/12/2013;1;5.39;0;SO63287
29719;873;283;31/12/2013;1;1.37;0;SO63287
29506;959;281;31/12/2013;3;445.41;0;SO63288
29506;967;281;31/12/2013;2;1430.44;0;SO63288
29506;896;281;31/12/2013;3;200.05;0;SO63288
29506;955;281;31/12/2013;1;1430.44;0;SO63288
29506;961;281;31/12/2013;1;445.41;0;SO63288
29506;963;281;31/12/2013;4;445.41;0;SO63288
29506;970;281;31/12/2013;1;728.91;0;SO63288
29521;782;281;31/12/2013;3;1376.99;0;SO63289
29521;783;281;31/12/2013;2;1376.99;0;SO63289
29521;868;281;31/12/2013;1;41.99;0;SO63289
29918;779;289;31/12/2013;2;1391.99;0;SO63290
29918;869;289;31/12/2013;4;41.99;0;SO63290
29918;991;289;31/12/2013;1;323.99;0;SO63290
29918;904;289;31/12/2013;3;218.45;0;SO63290
29918;992;289;31/12/2013;2;323.99;0;SO63290
29918;783;289;31/12/2013;2;1376.99;0;SO63290
29918;868;289;31/12/2013;5;41.99;0;SO63290
29918;917;289;31/12/2013;5;158.43;0;SO63290
29918;981;289;31/12/2013;5;461.69;0;SO63290
29918;865;289;31/12/2013;3;38.10;0;SO63290
29918;987;289;31/12/2013;1;338.99;0;SO63290
29918;905;289;31/12/2013;1;218.45;0;SO63290
29918;980;289;31/12/2013;1;461.69;0;SO63290
29918;867;289;31/12/2013;10;41.99;0;SO63290
29918;988;289;31/12/2013;1;338.99;0;SO63290
29918;982;289;31/12/2013;2;461.69;0;SO63290
29918;925;289;31/12/2013;5;149.87;0;SO63290
29918;993;289;31/12/2013;2;323.99;0;SO63290
29918;937;289;31/12/2013;1;48.59;0;SO63290
29918;780;289;31/12/2013;2;1391.99;0;SO63290
29918;809;289;31/12/2013;2;37.15;0;SO63290
29918;782;289;31/12/2013;6;1376.99;0;SO63290
29918;990;289;31/12/2013;2;323.99;0;SO63290
29913;809;276;31/12/2013;8;37.15;0;SO63291
29913;715;276;31/12/2013;1;29.99;0;SO63291
29913;869;276;31/12/2013;19;38.49;0,05;SO63291
29913;990;276;31/12/2013;4;323.99;0;SO63291
29913;883;276;31/12/2013;4;32.39;0;SO63291
29913;877;276;31/12/2013;9;4.77;0;SO63291
29913;987;276;31/12/2013;5;338.99;0;SO63291
29913;784;276;31/12/2013;5;1376.99;0;SO63291
29913;980;276;31/12/2013;3;461.69;0;SO63291
29913;782;276;31/12/2013;2;1376.99;0;SO63291
29913;783;276;31/12/2013;11;1331.09;0,02;SO63291
29913;904;276;31/12/2013;4;218.45;0;SO63291
29913;985;276;31/12/2013;6;338.99;0;SO63291
29913;868;276;31/12/2013;4;41.99;0;SO63291
29913;937;276;31/12/2013;6;48.59;0;SO63291
29913;876;276;31/12/2013;3;72.00;0;SO63291
29913;983;276;31/12/2013;3;461.69;0;SO63291
29913;905;276;31/12/2013;6;218.45;0;SO63291
29913;993;276;31/12/2013;2;323.99;0;SO63291
29913;708;276;31/12/2013;6;20.99;0;SO63291
29913;992;276;31/12/2013;1;323.99;0;SO63291
29913;712;276;31/12/2013;5;5.39;0;SO63291
29913;991;276;31/12/2013;2;323.99;0;SO63291
29913;917;276;31/12/2013;2;158.43;0;SO63291
29913;981;276;31/12/2013;5;461.69;0;SO63291
29913;989;276;31/12/2013;3;323.99;0;SO63291
29913;780;276;31/12/2013;17;1275.99;0,05;SO63291
29913;864;276;31/12/2013;6;38.10;0;SO63291
29913;779;276;31/12/2013;12;1345.59;0,02;SO63291
29913;884;276;31/12/2013;7;32.39;0;SO63291
29913;867;276;31/12/2013;13;40.59;0,02;SO63291
29913;781;276;31/12/2013;14;1345.59;0,02;SO63291
29913;870;276;31/12/2013;1;2.99;0;SO63291
29913;986;276;31/12/2013;4;338.99;0;SO63291
29913;984;276;31/12/2013;2;338.99;0;SO63291
29913;988;276;31/12/2013;5;338.99;0;SO63291
29913;925;276;31/12/2013;5;149.87;0;SO63291
29913;982;276;31/12/2013;6;461.69;0;SO63291
29547;794;286;31/12/2013;1;1466.01;0;SO63292
29561;965;279;31/12/2013;1;445.41;0;SO63293
29561;955;279;31/12/2013;1;1430.44;0;SO63293
29561;899;279;31/12/2013;3;200.05;0;SO63293
29561;967;279;31/12/2013;1;1430.44;0;SO63293
29561;885;279;31/12/2013;3;602.35;0;SO63293
29561;969;279;31/12/2013;6;1430.44;0;SO63293
29561;970;279;31/12/2013;1;728.91;0;SO63293
29561;895;279;31/12/2013;1;200.05;0;SO63293
29561;962;279;31/12/2013;1;445.41;0;SO63293
29561;979;279;31/12/2013;3;445.41;0;SO63293
29561;892;279;31/12/2013;1;602.35;0;SO63293
29561;959;279;31/12/2013;1;445.41;0;SO63293
29561;957;279;31/12/2013;3;1430.44;0;SO63293
29561;893;279;31/12/2013;4;602.35;0;SO63293
29561;916;279;31/12/2013;2;31.58;0;SO63293
30079;792;288;28/01/2014;1;1466.01;0;SO65089
29812;861;288;28/01/2014;1;24.69;0;SO65090
29812;862;288;28/01/2014;1;24.69;0;SO65090
29812;863;288;28/01/2014;2;24.69;0;SO65090
30072;865;282;29/01/2014;2;38.10;0;SO65151
29592;801;277;29/01/2014;2;672.29;0;SO65152
29592;875;277;29/01/2014;5;5.39;0;SO65152
29592;793;277;29/01/2014;3;1466.01;0;SO65152
29592;999;277;29/01/2014;1;323.99;0;SO65152
29592;976;277;29/01/2014;2;1020.59;0;SO65152
29592;884;277;29/01/2014;2;32.39;0;SO65152
29592;864;277;29/01/2014;3;38.10;0;SO65152
29592;874;277;29/01/2014;2;5.39;0;SO65152
29592;797;277;29/01/2014;2;672.29;0;SO65152
29592;973;277;29/01/2014;2;1020.59;0;SO65152
29501;873;277;29/01/2014;1;1.37;0;SO65153
29501;959;277;29/01/2014;1;445.41;0;SO65153
29501;961;277;29/01/2014;1;445.41;0;SO65153
29501;963;277;29/01/2014;3;445.41;0;SO65153
29501;896;277;29/01/2014;1;200.05;0;SO65153
30113;869;282;29/01/2014;10;41.99;0;SO65154
30113;993;282;29/01/2014;1;323.99;0;SO65154
30113;980;282;29/01/2014;1;461.69;0;SO65154
30113;987;282;29/01/2014;1;338.99;0;SO65154
30113;784;282;29/01/2014;1;1376.99;0;SO65154
30113;990;282;29/01/2014;2;323.99;0;SO65154
30113;780;282;29/01/2014;4;1391.99;0;SO65154
30113;809;282;29/01/2014;2;37.15;0;SO65154
30113;991;282;29/01/2014;5;323.99;0;SO65154
30113;989;282;29/01/2014;3;323.99;0;SO65154
30113;782;282;29/01/2014;4;1376.99;0;SO65154
30113;925;282;29/01/2014;2;149.87;0;SO65154
30113;992;282;29/01/2014;2;323.99;0;SO65154
30113;984;282;29/01/2014;1;338.99;0;SO65154
30113;986;282;29/01/2014;1;338.99;0;SO65154
30113;988;282;29/01/2014;5;338.99;0;SO65154
30113;983;282;29/01/2014;2;461.69;0;SO65154
30113;783;282;29/01/2014;2;1376.99;0;SO65154
30113;781;282;29/01/2014;1;1391.99;0;SO65154
30113;937;282;29/01/2014;1;48.59;0;SO65154
30113;985;282;29/01/2014;1;338.99;0;SO65154
30113;982;282;29/01/2014;1;461.69;0;SO65154
30113;917;282;29/01/2014;1;158.43;0;SO65154
29579;985;281;29/01/2014;1;338.99;0;SO65155
29579;783;281;29/01/2014;4;1376.99;0;SO65155
29579;782;281;29/01/2014;4;1376.99;0;SO65155
29579;937;281;29/01/2014;2;48.59;0;SO65155
29579;784;281;29/01/2014;2;1376.99;0;SO65155
29579;864;281;29/01/2014;5;38.10;0;SO65155
29579;869;281;29/01/2014;10;41.99;0;SO65155
29579;779;281;29/01/2014;1;1391.99;0;SO65155
29579;925;281;29/01/2014;2;149.87;0;SO65155
29579;991;281;29/01/2014;2;323.99;0;SO65155
29579;904;281;29/01/2014;2;218.45;0;SO65155
29579;989;281;29/01/2014;3;323.99;0;SO65155
29579;990;281;29/01/2014;3;323.99;0;SO65155
29579;988;281;29/01/2014;1;338.99;0;SO65155
29579;980;281;29/01/2014;5;461.69;0;SO65155
29579;983;281;29/01/2014;1;461.69;0;SO65155
29579;917;281;29/01/2014;3;158.43;0;SO65155
29579;884;281;29/01/2014;6;32.39;0;SO65155
29579;867;281;29/01/2014;4;41.99;0;SO65155
29579;992;281;29/01/2014;5;323.99;0;SO65155
29579;993;281;29/01/2014;2;323.99;0;SO65155
29579;984;281;29/01/2014;1;338.99;0;SO65155
29579;986;281;29/01/2014;1;338.99;0;SO65155
29579;781;281;29/01/2014;4;1391.99;0;SO65155
29579;987;281;29/01/2014;1;338.99;0;SO65155
29579;981;281;29/01/2014;1;461.69;0;SO65155
29714;875;289;29/01/2014;4;5.39;0;SO65156
29714;998;289;29/01/2014;4;323.99;0;SO65156
29714;798;289;29/01/2014;2;672.29;0;SO65156
29714;975;289;29/01/2014;2;1020.59;0;SO65156
29714;794;289;29/01/2014;2;1466.01;0;SO65156
29714;938;289;29/01/2014;2;24.29;0;SO65156
29714;874;289;29/01/2014;1;5.39;0;SO65156
29714;877;289;29/01/2014;5;4.77;0;SO65156
29714;977;289;29/01/2014;1;323.99;0;SO65156
29714;797;289;29/01/2014;1;672.29;0;SO65156
29714;800;289;29/01/2014;3;672.29;0;SO65156
29714;976;289;29/01/2014;2;1020.59;0;SO65156
29714;974;289;29/01/2014;1;1020.59;0;SO65156
29714;999;289;29/01/2014;1;323.99;0;SO65156
29714;793;289;29/01/2014;4;1466.01;0;SO65156
29714;795;289;29/01/2014;3;1466.01;0;SO65156
29714;796;289;29/01/2014;4;1466.01;0;SO65156
29485;966;276;29/01/2014;1;1430.44;0;SO65157
29485;996;276;29/01/2014;1;72.89;0;SO65157
29485;962;276;29/01/2014;1;445.41;0;SO65157
29485;952;276;29/01/2014;1;12.14;0;SO65157
29485;979;276;29/01/2014;2;445.41;0;SO65157
29485;883;276;29/01/2014;5;32.39;0;SO65157
29485;967;276;29/01/2014;2;1430.44;0;SO65157
29485;978;276;29/01/2014;3;445.41;0;SO65157
29485;968;276;29/01/2014;2;1430.44;0;SO65157
29485;953;276;29/01/2014;1;728.91;0;SO65157
29485;945;276;29/01/2014;3;54.89;0;SO65157
29485;870;276;29/01/2014;5;2.99;0;SO65157
29485;864;276;29/01/2014;4;38.10;0;SO65157
29485;970;276;29/01/2014;3;728.91;0;SO65157
29485;963;276;29/01/2014;1;445.41;0;SO65157
29485;955;276;29/01/2014;1;1430.44;0;SO65157
29485;960;276;29/01/2014;2;445.41;0;SO65157
29485;969;276;29/01/2014;1;1430.44;0;SO65157
29485;951;276;29/01/2014;1;242.99;0;SO65157
29485;884;276;29/01/2014;7;32.39;0;SO65157
29485;958;276;29/01/2014;2;445.41;0;SO65157
29485;948;276;29/01/2014;1;63.90;0;SO65157
29485;712;276;29/01/2014;2;5.39;0;SO65157
29485;876;276;29/01/2014;3;72.00;0;SO65157
29485;972;276;29/01/2014;2;728.91;0;SO65157
29485;715;276;29/01/2014;2;29.99;0;SO65157
29485;964;276;29/01/2014;2;445.41;0;SO65157
29485;965;276;29/01/2014;1;445.41;0;SO65157
29736;957;282;29/01/2014;5;1430.44;0;SO65158
29736;864;282;29/01/2014;8;38.10;0;SO65158
29736;965;282;29/01/2014;7;445.41;0;SO65158
29736;885;282;29/01/2014;2;602.35;0;SO65158
29736;858;282;29/01/2014;4;14.69;0;SO65158
29736;880;282;29/01/2014;3;32.99;0;SO65158
29736;714;282;29/01/2014;1;29.99;0;SO65158
29736;865;282;29/01/2014;7;38.10;0;SO65158
29736;708;282;29/01/2014;6;20.99;0;SO65158
29736;962;282;29/01/2014;4;445.41;0;SO65158
29736;893;282;29/01/2014;2;602.35;0;SO65158
29736;881;282;29/01/2014;5;32.39;0;SO65158
29736;877;282;29/01/2014;3;4.77;0;SO65158
29736;916;282;29/01/2014;3;31.58;0;SO65158
29736;895;282;29/01/2014;1;200.05;0;SO65158
29736;883;282;29/01/2014;8;32.39;0;SO65158
29736;967;282;29/01/2014;3;1430.44;0;SO65158
29736;958;282;29/01/2014;2;445.41;0;SO65158
29736;715;282;29/01/2014;5;29.99;0;SO65158
29736;972;282;29/01/2014;4;728.91;0;SO65158
29736;969;282;29/01/2014;2;1430.44;0;SO65158
29736;954;282;29/01/2014;4;1430.44;0;SO65158
29736;899;282;29/01/2014;5;200.05;0;SO65158
29736;886;282;29/01/2014;2;200.05;0;SO65158
29736;889;282;29/01/2014;2;602.35;0;SO65158
29736;716;282;29/01/2014;2;29.99;0;SO65158
29736;859;282;29/01/2014;4;14.69;0;SO65158
29736;870;282;29/01/2014;5;2.99;0;SO65158
29736;876;282;29/01/2014;7;72.00;0;SO65158
29736;707;282;29/01/2014;7;20.99;0;SO65158
29736;961;282;29/01/2014;6;445.41;0;SO65158
29736;712;282;29/01/2014;7;5.39;0;SO65158
29736;979;282;29/01/2014;6;445.41;0;SO65158
29736;955;282;29/01/2014;2;1430.44;0;SO65158
29736;892;282;29/01/2014;2;602.35;0;SO65158
29736;953;282;29/01/2014;9;728.91;0;SO65158
29736;884;282;29/01/2014;11;31.31;0,02;SO65158
29736;711;282;29/01/2014;4;20.99;0;SO65158
29736;900;282;29/01/2014;4;200.05;0;SO65158
29736;966;282;29/01/2014;10;1430.44;0;SO65158
29622;909;283;29/01/2014;3;23.48;0;SO65159
29622;948;283;29/01/2014;1;63.90;0;SO65159
29622;867;283;29/01/2014;4;41.99;0;SO65159
29622;905;283;29/01/2014;1;218.45;0;SO65159
29622;782;283;29/01/2014;5;1376.99;0;SO65159
29622;952;283;29/01/2014;2;12.14;0;SO65159
29622;925;283;29/01/2014;1;149.87;0;SO65159
29622;917;283;29/01/2014;4;158.43;0;SO65159
29622;869;283;29/01/2014;6;41.99;0;SO65159
29622;904;283;29/01/2014;1;218.45;0;SO65159
29622;951;283;29/01/2014;2;242.99;0;SO65159
29622;809;283;29/01/2014;1;37.15;0;SO65159
29622;937;283;29/01/2014;2;48.59;0;SO65159
29622;808;283;29/01/2014;2;26.72;0;SO65159
29622;784;283;29/01/2014;1;1376.99;0;SO65159
29622;945;283;29/01/2014;1;54.89;0;SO65159
29622;779;283;29/01/2014;2;1391.99;0;SO65159
29957;797;276;29/01/2014;1;672.29;0;SO65160
29957;973;276;29/01/2014;11;986.57;0,02;SO65160
29957;938;276;29/01/2014;3;24.29;0;SO65160
29957;875;276;29/01/2014;3;5.39;0;SO65160
29957;714;276;29/01/2014;5;29.99;0;SO65160
29957;865;276;29/01/2014;4;38.10;0;SO65160
29957;939;276;29/01/2014;2;37.25;0;SO65160
29957;859;276;29/01/2014;5;14.69;0;SO65160
29957;998;276;29/01/2014;6;323.99;0;SO65160
29957;715;276;29/01/2014;1;29.99;0;SO65160
29957;801;276;29/01/2014;2;672.29;0;SO65160
29957;999;276;29/01/2014;5;323.99;0;SO65160
29957;716;276;29/01/2014;5;29.99;0;SO65160
29957;940;276;29/01/2014;4;48.59;0;SO65160
29957;738;276;29/01/2014;5;202.33;0;SO65160
29957;884;276;29/01/2014;11;31.31;0,02;SO65160
29957;858;276;29/01/2014;3;14.69;0;SO65160
29957;708;276;29/01/2014;7;20.99;0;SO65160
29957;798;276;29/01/2014;1;672.29;0;SO65160
29957;974;276;29/01/2014;9;1020.59;0;SO65160
29957;793;276;29/01/2014;4;1466.01;0;SO65160
29957;835;276;29/01/2014;1;356.90;0;SO65160
29957;881;276;29/01/2014;2;32.39;0;SO65160
29957;864;276;29/01/2014;8;38.10;0;SO65160
29957;711;276;29/01/2014;6;20.99;0;SO65160
29957;876;276;29/01/2014;4;72.00;0;SO65160
29957;707;276;29/01/2014;3;20.99;0;SO65160
29957;822;276;29/01/2014;1;356.90;0;SO65160
29957;836;276;29/01/2014;2;356.90;0;SO65160
29957;977;276;29/01/2014;1;323.99;0;SO65160
29957;976;276;29/01/2014;17;935.54;0,05;SO65160
29957;883;276;29/01/2014;5;32.39;0;SO65160
29957;712;276;29/01/2014;7;5.39;0;SO65160
29957;870;276;29/01/2014;2;2.99;0;SO65160
29957;877;276;29/01/2014;6;4.77;0;SO65160
29957;722;276;29/01/2014;1;202.33;0;SO65160
29957;880;276;29/01/2014;7;32.99;0;SO65160
29799;979;281;29/01/2014;1;445.41;0;SO65161
29799;961;281;29/01/2014;3;445.41;0;SO65161
29799;958;281;29/01/2014;1;445.41;0;SO65161
29799;972;281;29/01/2014;1;728.91;0;SO65161
29799;966;281;29/01/2014;1;1430.44;0;SO65161
30037;867;278;29/01/2014;4;41.99;0;SO65162
30037;869;278;29/01/2014;5;41.99;0;SO65162
30037;868;278;29/01/2014;3;41.99;0;SO65162
30037;782;278;29/01/2014;3;1376.99;0;SO65162
29629;957;289;29/01/2014;6;1430.44;0;SO65163
29629;892;289;29/01/2014;2;602.35;0;SO65163
29629;916;289;29/01/2014;3;31.58;0;SO65163
29629;967;289;29/01/2014;3;1430.44;0;SO65163
29629;953;289;29/01/2014;1;728.91;0;SO65163
29629;966;289;29/01/2014;3;1430.44;0;SO65163
29629;900;289;29/01/2014;2;200.05;0;SO65163
29629;899;289;29/01/2014;1;200.05;0;SO65163
29629;885;289;29/01/2014;2;602.35;0;SO65163
29629;958;289;29/01/2014;8;445.41;0;SO65163
29629;965;289;29/01/2014;8;445.41;0;SO65163
29629;955;289;29/01/2014;3;1430.44;0;SO65163
29629;895;289;29/01/2014;3;200.05;0;SO65163
29629;714;289;29/01/2014;1;29.99;0;SO65163
29629;962;289;29/01/2014;4;445.41;0;SO65163
29629;970;289;29/01/2014;3;728.91;0;SO65163
29629;969;289;29/01/2014;4;1430.44;0;SO65163
29629;893;289;29/01/2014;2;602.35;0;SO65163
29629;963;289;29/01/2014;2;445.41;0;SO65163
29629;954;289;29/01/2014;3;1430.44;0;SO65163
29629;886;289;29/01/2014;1;200.05;0;SO65163
29629;979;289;29/01/2014;3;445.41;0;SO65163
29629;896;289;29/01/2014;4;200.05;0;SO65163
29629;961;289;29/01/2014;6;445.41;0;SO65163
29629;972;289;29/01/2014;7;728.91;0;SO65163
29950;715;289;29/01/2014;10;29.99;0;SO65164
29950;925;289;29/01/2014;1;149.87;0;SO65164
29950;996;289;29/01/2014;3;72.89;0;SO65164
29950;924;289;29/01/2014;2;149.87;0;SO65164
29950;870;289;29/01/2014;5;2.99;0;SO65164
29950;944;289;29/01/2014;2;158.43;0;SO65164
29950;883;289;29/01/2014;6;32.39;0;SO65164
29950;876;289;29/01/2014;10;72.00;0;SO65164
29950;951;289;29/01/2014;1;242.99;0;SO65164
29950;877;289;29/01/2014;6;4.77;0;SO65164
29950;711;289;29/01/2014;3;20.99;0;SO65164
29950;909;289;29/01/2014;4;23.48;0;SO65164
29950;808;289;29/01/2014;3;26.72;0;SO65164
29950;781;289;29/01/2014;3;1391.99;0;SO65164
29950;743;289;29/01/2014;1;809.76;0;SO65164
29950;910;289;29/01/2014;1;31.58;0;SO65164
29950;952;289;29/01/2014;1;12.14;0;SO65164
29950;884;289;29/01/2014;8;32.39;0;SO65164
29950;864;289;29/01/2014;14;36.83;0,02;SO65164
29950;712;289;29/01/2014;4;5.39;0;SO65164
29950;783;289;29/01/2014;2;1376.99;0;SO65164
29950;948;289;29/01/2014;5;63.90;0;SO65164
29950;780;289;29/01/2014;3;1391.99;0;SO65164
29950;859;289;29/01/2014;7;14.69;0;SO65164
29950;782;289;29/01/2014;2;1376.99;0;SO65164
29950;748;289;29/01/2014;2;818.70;0;SO65164
29950;869;289;29/01/2014;4;41.99;0;SO65164
29950;917;289;29/01/2014;1;158.43;0;SO65164
29950;858;289;29/01/2014;4;14.69;0;SO65164
29950;881;289;29/01/2014;6;32.39;0;SO65164
29950;779;289;29/01/2014;1;1391.99;0;SO65164
